id	ratio	positive	negetive	num
2012.01.28.	100.0	1	0	1
2012.01.29.	0.0	0	3	3
2012.01.30.	50.0	4	4	8
2012.01.31.	66.67	2	1	3
2012.02.01.	50.0	4	4	8
2012.02.02.	71.43	5	2	7
2012.02.03.	75.0	6	2	8
2012.02.04.	0.0	0	0	0
2012.02.05.	50.0	3	3	6
2012.02.06.	50.0	5	5	10
2012.02.07.	42.86	3	4	7
2012.02.08.	33.33	1	2	3
2012.02.09.	100.0	3	0	3
2012.02.10.	75.0	6	2	8
2012.02.11.	100.0	1	0	1
2012.02.12.	66.67	2	1	3
2012.02.13.	16.67	1	5	6
2012.02.14.	35.71	5	9	14
2012.02.15.	63.64	7	4	11
2012.02.16.	60.0	3	2	5
2012.02.17.	62.5	5	3	8
2012.02.18.	100.0	1	0	1
2012.02.19.	0.0	0	3	3
2012.02.20.	66.67	4	2	6
2012.02.21.	16.67	1	5	6
2012.02.22.	0.0	0	3	3
2012.02.23.	0.0	0	3	3
2012.02.24.	57.14	4	3	7
2012.02.25.	0.0	0	1	1
2012.02.26.	50.0	1	1	2
2012.02.27.	50.0	1	1	2
2012.02.28.	54.55	6	5	11
2012.02.29.	66.67	2	1	3
2012.03.01.	75.0	3	1	4
2012.03.02.	83.33	5	1	6
2012.03.03.	50.0	1	1	2
2012.03.04.	66.67	2	1	3
2012.03.05.	37.5	3	5	8
2012.03.06.	100.0	2	0	2
2012.03.07.	100.0	5	0	5
2012.03.08.	100.0	3	0	3
2012.03.09.	50.0	4	4	8
2012.03.10.	0.0	0	0	0
2012.03.11.	100.0	1	0	1
2012.03.12.	33.33	2	4	6
2012.03.13.	80.0	4	1	5
2012.03.14.	53.85	7	6	13
2012.03.15.	80.0	4	1	5
2012.03.16.	50.0	4	4	8
2012.03.17.	66.67	2	1	3
2012.03.18.	100.0	2	0	2
2012.03.19.	100.0	6	0	6
2012.03.20.	55.56	5	4	9
2012.03.21.	66.67	10	5	15
2012.03.22.	83.33	5	1	6
2012.03.23.	50.0	1	1	2
2012.03.24.	66.67	2	1	3
2012.03.26.	33.33	1	2	3
2012.03.27.	0.0	0	1	1
2012.03.28.	33.33	2	4	6
2012.03.29.	70.59	12	5	17
2012.03.30.	100.0	6	0	6
2012.03.31.	50.0	2	2	4
2012.04.02.	78.57	11	3	14
2012.04.03.	44.44	4	5	9
2012.04.04.	50.0	1	1	2
2012.04.05.	62.5	5	3	8
2012.04.06.	78.57	11	3	14
2012.04.07.	75.0	3	1	4
2012.04.08.	66.67	2	1	3
2012.04.09.	66.67	8	4	12
2012.04.10.	56.25	9	7	16
2012.04.11.	71.43	5	2	7
